en-de	gold	767	Der Bär lag in einem Abfluss neben der Straße in der Nähe von Wannaska, Minnesota, laut einem Facebook-Post der Abteilung.	-1	-1	no-error
en-de	gold	768	Aber als der Schnee zu schmelzen anfing, begann der Abfluss zu überfluten, was den Bären in tiefer Schneefass und Eis gefangen hielt, so die Abteilung.	92 99	98 109	major major
en-de	gold	769	Die Mitarbeiter der Abteilung reagierten schnell auf die Szene und halfen, den Bären zu entfernen.	-1	-1	no-error
en-de	gold	770	"Der Bärbiologe der Abteilung, Andrew Tri, ""untersuchte den Bären und erklärte ihn gesund, aber unruhig - offensichtlich, weil er aus seinem Winterschlaf geweckt worden war"", heißt es in dem Facebook-Beitrag."	-1	-1	no-error
en-de	gold	771	Die Abteilung verlegte den Bären dann in ein staatliches Schutzgebiet, um seinen Winterschlaf wieder aufzunehmen.	-1	-1	no-error
en-de	gold	772	Der schläfrige Fleischfresser wurde auf 6 Jahre alt und zwischen 375 und 400 Pfund geschätzt.	-1	-1	no-error
en-de	gold	773	Die Abteilung erinnerte die Bewohner daran, dass das Bewegen von Bären eine Aufgabe ist, die am besten den Profis überlassen wird.	-1	-1	no-error
en-de	gold	774	Wenn Sie sich Sorgen um einen Bären in Ihrer Nachbarschaft machen, sollten Sie die örtlichen Behörden kontaktieren - nicht versuchen, den schlafenden Riesen zu bewegen oder zu füttern.	-1	-1	no-error
en-de	gold	775	In diesem Fall versuchten die Zuschauer zuerst, den Bären selbst auszugraben und boten ihm Nahrung an, darunter Pop-Tarts, Salat und Katzenfutter.	-1	-1	no-error
en-de	gold	776	"Aber zum Glück für die gut gemeinten Graber, ""weil Bären nicht den Wunsch haben, im Winter zu essen, hat der Bär nicht gebissen. "" Minnesota ist die Heimat von zwischen 12.000 und 15.000 Schwarzbären, die nach Angaben des Department of Natural Resources hauptsächlich im nördlichen Drittel des Staates zu finden sind."	37 128	43 129	minor minor
en-de	gold	777	Die Raubtiere überwintern im Winter bis zu sechs oder sieben Monate, während welcher Zeit sie nicht essen und von ihrem gespeicherten Körperfett leben.	-1	-1	no-error
en-de	gold	778	Der Eigentümer von Wagner sagt, der Krieg in der Ukraine wird noch Jahre andauern.	4	14	minor
en-de	gold	779	Der Besitzer des russischen privaten Militärunternehmers Wagner Group, der aktiv an den Kämpfen in der Ukraine beteiligt ist, hat vorhergesagt, dass der Krieg noch Jahre andauern könnte.	-1	-1	no-error
en-de	gold	780	Yevgeny Prigozhin sagte in einem Video-Interview, das am späten Freitag veröffentlicht wurde, dass es 18 Monate bis zwei Jahre dauern könnte, bis Russland die volle Kontrolle über das östliche industrielle Zentrum der Ukraine, den Donbass, sichert.	-1	-1	no-error
en-de	gold	781	Er fügte hinzu, der Krieg könne drei Jahre andauern, wenn Moskau beschließe, größere Gebiete östlich des Dnieper zu erobern.	-1	-1	no-error
en-de	gold	782	"Die Aussage von Prigozhin, einem Millionär, der enge Verbindungen zum russischen Präsidenten Wladimir Putin hat und wegen seiner lukrativen Kreml-Katering-Verträge als Putins Koch"" bezeichnet wurde, markierte die Anerkennung der Schwierigkeiten, denen der Kremlin in der Kampagne gegenüberstand, die ursprünglich erwartet war, innerhalb von Wochen abzuschließen, als russische Truppen am 24. Februar in die Ukraine eindrangen""."	348	361	major
en-de	gold	783	Russland erlitt im Herbst eine Reihe von demütigenden Rückschlägen, als das ukrainische Militär erfolgreiche Gegenangriffe startete, um weite Gebiete im Osten und Süden zurückzugewinnen.	-1	-1	no-error
en-de	gold	784	"Der Kreml hat es vermieden, Vorhersagen darüber zu machen, wie lange die Kämpfe andauern könnten, indem er sagte, dass das, was er als ""spezielle Militäroperation"" bezeichnete, fortgesetzt wird, bis seine Ziele erfüllt sind."	-1	-1	no-error
en-de	gold	785	Die russischen Streitkräfte haben sich auf die ukrainischen Provinzen Luhansk und Donezk konzentriert, die die Donbass-Region bilden, wo Moskauer Separatisten seit 2014 gegen Ukrainer kämpfen.	-1	-1	no-error
en-de	gold	786	Prigozhin sagte, dass die Söldner der Wagner-Gruppe heftige Kämpfe um die Kontrolle der ukrainischen Festung Bakhmut in der Region Donezk fortsetzten.	-1	-1	no-error
en-de	gold	787	Er räumte ein, dass die ukrainischen Truppen heftigen Widerstand leisten.	-1	-1	no-error
en-de	gold	788	Während die russischen Truppen ihre Angriffe im Donbass verstärkt haben, hat sich Moskau auch bemüht, die Ukrainer zu demoralisieren, indem es sie im bitteren Winter ohne Wärme und Wasser zurücklässt.	-1	-1	no-error
en-de	gold	789	Am Freitag startete Russland die 14. Runde massiver Angriffe auf ukrainische Energieanlagen und andere wichtige Infrastrukturen.	-1	-1	no-error
en-de	gold	790	Hochspannungsinfrastrukturanlagen wurden in den östlichen, westlichen und südlichen Regionen getroffen, was zu Stromausfällen in einigen Gebieten führte.	-1	-1	no-error
en-de	gold	791	"Die ukrainische Energiegesellschaft Ukrenergo sagte am Samstag, die Situation sei ""schwierig, aber kontrollierbar"", und fügte hinzu, dass es sich um Backups gehandelt habe, um die Stromversorgung aufrechtzuerhalten, wobei jedoch darauf hingewiesen wurde, daß in einigen Gebieten die Rationierung der Energie fortgesetzt werde."	-1	-1	no-error
en-de	gold	792	Der ukrainische Militärchef, General Valerii Zaluzhnyi, sagte, dass die russischen Streitkräfte zwischen Donnerstag spät und Freitag Mittag 71 Kreuzflugkörper, 35 S-300-Raketen und sieben Shahed-Drohnen abgeschossen hätten.	116 104	120 120	major major
en-de	gold	793	Die ukrainischen Behörden berichteten am Freitag über weitere Angriffe von Killer-Drohnen.	-1	-1	no-error
en-de	gold	794	Die ukrainische Luftwaffe sagte, dass das Militär 20 Shahed-Drohnen am Abend abgeschossen hat.	-1	-1	no-error
en-de	gold	795	Am späten Freitag veröffentlichten russische Militärblogger und einige ukrainische Nachrichtenagenturen ein Video, das einen Angriff einer Seedrohne auf eine strategische Eisenbahnbrücke in der Region Odesa zeigt.	-1	-1	no-error
en-de	gold	796	Das kornige Video zeigte ein sich schnell bewegendes Objekt, das sich der Brücke in Zatoka, etwa 50 Kilometer südwestlich von Odesa, näherte und in einer starken Explosion explodierte.	-1	-1	no-error
en-de	gold	797	Die Echtheit des Videos konnte nicht überprüft werden.	-1	-1	no-error
en-de	gold	798	Das ukrainische Militär hat sich nicht zu dem Angriff geäußert, und Serhii Bratchuk, ein Sprecher der regionalen Verwaltung, bestätigte den Drohnenangriff nicht, als er am Samstag in einer Fernsehrede sprach.	-1	-1	no-error
en-de	gold	799	Die Brücke, die zu Beginn des Krieges durch russische Raketenangriffe ins Visier genommen wurde, dient der Eisenbahnverbindung mit Rumänien, einem wichtigen Transportweg für Waffenlieferungen aus dem Westen.	-1	-1	no-error
en-de	gold	800	Tim Sherwood reichert 44 Millionen Pfund für den Vertrag mit Pedro Porro nach einem traurigen Tottenham-Debüt.	13	21	major
en-de	gold	801	Porro hatte einen Nachmittag gegen Leicester zu vergessen.	29 57	57 58	major major
en-de	gold	802	"Tim Sherwood riss in Pedro Porros """"absolut ekelhafte"""" Verteidigung während der 4-1 Niederlage von Tottenham gegen Leicester City."	13	20	major
en-de	gold	803	Spurs unterzeichnete den Rechtsverteidiger von Sporting CP am Transferdatum an einem ersten Darlehensvertrag für 5 Millionen Pfund mit der Verpflichtung, ihn in diesem Sommer für 39 Millionen zu kaufen.	76	78	major
en-de	gold	804	Der 23-Jährige erhielt sein Debüt von Antonio Conte am Samstag im King Power Stadium mit seiner Mannschaft, die nach 14 Minuten durch Rodrigo Bentancur die Führung übernahm.	-1	-1	no-error
en-de	gold	805	Aber es wurde zu einem elenden Nachmittag mit Nampalys Mendy, James Maddison und Kelechi Iheanacho, die alle erzielten, um Leicester eine 3-1 in der Halbzeit zu geben, während Porro eine heiße erste Hälfte der Premier League aushielt.	108	109	major
en-de	gold	806	Der Spanier war wieder schuld, als Leicester dachte, sie hätten einen vierten durch Barnes hinzugefügt und während das Tor für Offside ausgeschlossen wurde, war der ehemalige Spurs-Manager Sherwood von den Verteidigungsbemühungen des Full-Backs schockiert.	107 127 234	114 134 244	minor major major
en-de	gold	807	Ich will den Jungen nicht weiter belästigen, aber er muss von seinen Pflichten entbunden werden, sagte Sherwood Soccer Saturday.	-1	-1	no-error
en-de	gold	808	Ich gebe ihm den Vorteil des Zweifels, weil es sein Debüt ist, aber Pedro Porro ist nicht schlecht, es ist unglaublich.	-1	-1	no-error
en-de	gold	809	Seine Position ist absolut ekelhaft, Barnes und Maddison zerstören ihn auf der linken Seite.	-1	-1	no-error
en-de	gold	810	Daniel Levy sagte diese Woche, sie haben viel Geld ausgegeben, ja, aber ihre Rekrutierung war sehr schlecht und dies ist die neueste Ergänzung.	-1	-1	no-error
en-de	gold	811	Lasst uns im Moment keine Schlussfolgerungen ziehen, aber was ich sehe, ist ein Spieler, der nicht verteidigen will.	-1	-1	no-error
en-de	gold	812	Antonio Conte hat sich über die Verteidigung beschwert und dieser Spieler hat im Moment Schwierigkeiten, zu verteidigen.	-1	-1	no-error
en-de	gold	813	Er ist gegen sehr gute Spieler in Barnes und Maddison, aber es ist sehr enttäuschend.	0	30	minor
en-de	gold	814	Während das Tor ausgeschlossen wurde, restaurierte Leicester seine Führung von 4-1 mit Barnes auf dem Ziel neun Minuten vor Vollzeit.	94	97	major
en-de	gold	815	Trotz der Niederlage gegen Manchester City verpasste Tottenham die Chance, vor Newcastle auf den dritten Platz zu gelangen.	-1	-1	no-error
en-de	gold	816	Trumps preisgekröntes 40 Wall Street-Gebäude auf 'Lender Watch' unter sinkenden Einkommen: Bericht	-1	-1	no-error
en-de	gold	817	"Das stark hypothekarische Wolkenkratzer von Donald Trump an der 40 Wall Street ist inmitten des sinkenden Einkommens und der steigenden Kosten auf ""Kreditgeberwache"", berichtete Bloomberg am Freitag."	0	3	major
en-de	gold	818	Die Leerstandsquote im 72-stöckigen Gebäude - Trumps wertvollstes - stieg im dritten Quartal des vergangenen Jahres auf fast 18%, so eine monatliche Anmeldung über die verbleibenden 126,5 Millionen Dollar Hypothek, berichtete Bloomberg.	149 65	158 66	major minor
en-de	gold	819	Die Kosten sind mittlerweile Berichten zufolge seit Beginn der Hypothek 2015 um 11% gestiegen.	80	83	minor
en-de	gold	820	Trump hat sich oft über das Gebäude geprahlt, das er 1995 erworben hat und das 2015 für 540 Millionen Dollar bewertet wurde.	10 84	14 87	major major
en-de	gold	821	Am Tag des Terroranschlags vom 11. September 2001, der das World Trade Center zerstörte und 3.000 Menschen tötete, prahlte ein Trump in einem TV-Interview damit, 40 Wall Street sei plötzlich das höchste Gebäude der Stadt.	92	97	minor
en-de	gold	822	Seine Behauptung war nicht nur unsensibel, sondern auch eine Lüge.	-1	-1	no-error
en-de	gold	823	Ein weiterer Wolkenkratzer in der Nähe von Pine Street in Lower Manhattan wurde nach der Zerstörung der Zwillingstürme zum höchsten Gebäude.	4	12	minor
en-de	gold	824	Die Vermietung von Hochhäusern in Manhattan ist seit Jahren rückläufig, was sich nach dem Ausbruch der COVID-19-Pandemie verschärfte, da viele Unternehmen geschlossen wurden und Mitarbeiter überlebender Firmen aus der Ferne arbeiteten.	-1	-1	no-error
en-de	gold	825	"Wells Fargo, das die Hypothek an der 40 Wall Street betreut, ""hat den Kreditnehmer um einen Status von Leasing-Entwicklungen gebeten"" und die Pläne zur Verbesserung der Leistungsfähigkeit der Immobilie, berichtete Bloomberg."	-1	-1	no-error
en-de	gold	826	Der letzte kommunistische Führer Ostdeutschlands stirbt im Alter von 95 Jahren	-1	-1	no-error
en-de	gold	827	BERLIN (AP) - Hans Modrow, der als letzter kommunistischer Führer Ostdeutschlands während einer turbulenten Amtszeit diente, die mit den ersten und einzigen freien Wahlen des Landes endete, ist gestorben.	-1	-1	no-error
en-de	gold	828	Er war 95.	-1	-1	no-error
en-de	gold	829	Modrow starb am frühen Samstag, twitterte die parlamentarische Fraktion der Linken Partei.	-1	-1	no-error
en-de	gold	830	Modrow, ein reformorientierter Kommunist, übernahm Ostdeutschland kurz nach dem Fall der Berliner Mauer und lud später Oppositionskräfte in die Regierung ein, konnte aber den Anstieg der deutschen Wiedervereinigung nicht bremsen.	-1	-1	no-error
en-de	gold	831	"Der gesamte friedliche Prozess zur Schaffung der deutschen Einheit war genau eine besondere Leistung von ihm, schrieb die Linke auf Twitter. ""Das wird sein politisches Erbe bleiben"". Während 16 Jahren als Chef der kommunistischen Partei in Dresden, beginnend im Jahr 1973, baute Modrow einen Ruf als Anti-Establishment-Figur auf."	-1	-1	no-error
en-de	gold	832	Er lehnte Parteivergünstigungen ab und bestand darauf, in einer normalen Wohnung zu wohnen.	-1	-1	no-error
en-de	gold	833	Ein Posten in der obersten Führung Ostdeutschlands entging ihm, bis er im November 1989 - wenige Tage nach dem Fall der Berliner Mauer - zum Premierminister ernannt wurde.	-1	-1	no-error
en-de	gold	834	Als der hartgerichtete Führer Egon Krenz und sein regierendes Politbüro Anfang Dezember zurücktraten, stellte sich Modrow als oberste politische Persönlichkeit Ostdeutschlands heraus.	-1	-1	no-error
en-de	gold	835	Aber die Kommunisten konnten nicht mehr alleine entscheiden.	-1	-1	no-error
en-de	gold	836	Im folgenden Monat stimmte er zu, die Macht mit der zunehmend lauten Opposition zu teilen und verschob Ostdeutschlands bahnbrechende erste freie Wahl auf März 1990 inmitten wachsender Unruhen.	-1	-1	no-error
en-de	gold	837	Selbst als die Demonstrationen für die Demokratie rasch einen Pro-Vereinigungs-Geschmack annahmen, waren die Kommunisten anfangs gegen die Rede von Wiedervereinigung.	-1	-1	no-error
en-de	gold	838	"Im Februar 1990 drängte Modrow jedoch auf Gespräche mit Westdeutschland über ein mögliches ""vereinigtes Vaterland"", das von militärischen Blöcken unabhängig wäre und von einem gemeinsamen Parlament in Berlin regiert würde."	216	221	minor
en-de	gold	839	Modrow leitete den Wahlkampf der neu gestalteten Kommunisten, der Partei des demokratischen Sozialismus, aber seine persönliche Popularität war nicht genug, um sie davon abzuhalten, nur die drittstärkste Partei mit 16 Prozent Unterstützung zu beenden.	185	186	major
en-de	gold	840	Der Sieger war eine Allianz konservativer Parteien, die eine schnelle Wiedervereinigung befürwortete und von der Regierung des westdeutschen Führers Helmut Kohl unterstützt wurde.	-1	-1	no-error
en-de	gold	841	Deutschland wurde unter Kohls Führung und als NATO-Mitglied am 3. Oktober 1990 wieder vereint, weniger als ein Jahr nach dem Fall der Berliner Mauer.	-1	-1	no-error
en-de	gold	842	Modrow wurde Mitglied des vereinigten Parlaments, wo er bis 1994 saß, und Ehrenvorsitzender der postkommunistischen PDS - dem Vorgänger der heutigen Oppositions-Linkspartei.	172	173	major
en-de	gold	843	Von 1999 bis 2004 war er Mitglied des Europäischen Parlaments.	-1	-1	no-error
en-de	gold	844	Modrows Vergangenheit unter der harten kommunistischen Herrschaft brachte ihn einige Jahre nach der Wiedervereinigung vor Gericht.	-1	-1	no-error
en-de	gold	845	Im Jahr 1995 verurteilte ein Gericht ihn wegen Anstiftung zur Fälschung der Ergebnisse der Kommunalwahlen im Mai 1989 in Dresden.	-1	-1	no-error
en-de	gold	846	Er wurde zu neun Monaten Bewährung und einer Geldstrafe verurteilt.	-1	-1	no-error
en-de	gold	847	Modrow behauptete, dass der Prozess politisch motiviert sei und dass sein Ergebnis die Spaltungen zwischen Ost- und Westdeutschen verschärfen würde.	-1	-1	no-error
en-de	gold	848	Sein Anwalt argumentierte, er habe die früheren Ungerechtigkeiten wiedergutgemacht, indem er als Premierminister freie Wahlen überwachte.	-1	-1	no-error
en-de	gold	849	Modrow war später Mitglied des Ältestenrates der Linkspartei.	-1	-1	no-error
en-de	gold	850	Hans war ein sehr aufrichtiger und kämpferischer Sozialist, twitterte Dietmar Bartsch, der Vorsitzende der parlamentarischen Fraktion der Linken Partei.	-1	-1	no-error
en-de	gold	851	Bis ins hohe Alter war er ein wichtiger Berater in unserer Partei, dessen Weisheit vermisst wird.	-1	-1	no-error
en-de	gold	852	IN NUMMERN: Die Stadtteile von Oslo, in denen die meisten Ausländer leben	-1	-1	no-error
en-de	gold	853	Ungefähr 177.000 der 634.000 Einwohner Oslos sind aus anderen Ländern nach Norwegen eingewandert.	9 21	16 28	minor minor
en-de	gold	854	Wenn man die in Oslo geborenen Personen mit ausländischen Eltern einbezieht, steigt der Anteil derjenigen, die Einwanderer sind oder einen Einwanderungshintergrund haben, auf mehr als ein Drittel.	-1	-1	no-error
en-de	gold	855	In Oslo bildeten Bürger aus Asien, einschließlich der Türkei, die größte Einwanderungsgruppe, wobei mehr als 62.985 dieser Staatsangehörigen in der Stadt leben, so Zahlen der nationalen Datenagentur Statistics Norway (SSB).	109	115	minor
en-de	gold	856	Danach waren die Bürger der EU, des EWR und des Vereinigten Königreichs die zweitgrößte Gruppe, die knapp 10 Prozent der Stadtbevölkerung ausmachte.	-1	-1	no-error
en-de	gold	857	Die Afrikaner waren die drittgrößte Einwanderergruppe in Oslo, mit 28.020 Einwohnern aus Afrika.	67	73	minor
en-de	gold	858	Europäer aus Ländern, die nicht dem Vereinigten Königreich, der EU oder dem EWR angehören, waren mit 15.566 Einwohnern in Oslo die viertgrößte Gruppe.	101	107	minor
en-de	gold	859	Von hier an sinkt die Größe der Gruppen deutlich.	-1	-1	no-error
en-de	gold	860	Zum Beispiel gab es im Jahr 2022 nur knapp 7.000 Bürger aus südamerikanischen Ländern, während es eine Schrumpfzahl von über 3.000 Bürgern aus Nord- und Zentralamerika gab.	43 125	48 130	minor minor
en-de	gold	861	Inzwischen waren in Oslo weniger als 700 Menschen aus Ozeanien.	-1	-1	no-error
en-de	gold	862	Alna, im Nordosten der Stadt, war der Stadtteil mit den meisten ausländischen Einwohnern.	-1	-1	no-error
en-de	gold	863	Im Jahr 2022 waren dort etwa 18.257 ausländische Einwohner registriert.	29	35	minor
en-de	gold	864	Anschließend hatte die moderne Grünerløkka mit 17.631 Einwohnern die zweithöchste Zahl von Ausländern.	47	53	minor
en-de	gold	865	Gamle Oslo hatte auch eine bedeutende Einwandererbevölkerung, mit 17.631 Menschen, die dort lebten, nachdem sie aus einem anderen Land gezogen waren.	66	72	minor
en-de	gold	866	Die Statistiken Norwegens zeigten, daß die Ausländer in allen Stadtteilen verstreut waren, denn in Søndre Nordstrand, dem Stadtbezirk am südlichsten von Oslo, waren über 14.000 Einwanderer registriert.	170	176	minor
en-de	gold	867	Viele Einwanderer lebten auch in begehrten Gebieten, da Frogner der Bezirk mit der fünftgrößten Zahl von Ausländern war.	-1	-1	no-error
en-de	gold	868	Danach bildeten Stovner, Bjerke, Grorud, Østensjø und Sagene die restlichen zehn Bezirke in Oslo mit den meisten Einwohnern aus einem anderen Land.	-1	-1	no-error
en-de	gold	869	Am anderen Ende des Spektrums waren es nur 184 ausländische Einwohner, die Marka zu Hause nannten, und etwas mehr als 700 lebten im zentralen Stadtteil der Stadt.	-1	-1	no-error
en-de	gold	870	Ullern, Vestre Aker und Nordstrand bildeten die anderen Bezirke mit den geringsten Ausländerbewohnern.	-1	-1	no-error
en-de	gold	871	In diesen Bezirken lebten jedoch deutlich mehr Einwanderer als im Zentrum von Oslo und Marka.	-1	-1	no-error
en-de	gold	872	Diejenigen aus EU- und EWR-Ländern und die aus dem Vereinigten Königreich lebten hauptsächlich in Frogner, Grünerløkka, Gamle Oslo und St. Hanshaugen.	-1	-1	no-error
en-de	gold	873	Während in Game Oslo auch zahlreiche Bürger aus Asien, einschließlich der Türkei, wohnten (5.837), lebten die meisten in den Stadtteilen Alna, Stovner und Søndre Nordstrand.	91	96	minor
en-de	gold	874	Gamle Oslo und Alna waren die beiden Teile der Stadt, in denen die meisten Einwanderer aus Afrika lebten, zusammen mit Stovner, Grünerløkka und Søndre Norstrand.	-1	-1	no-error
en-de	gold	875	Die Nordamerikaner verteilten sich ziemlich gleichmäßig über Frogner, Grünerløkka, Gamle Oslo, Vestre Aker und Nordre Acker.	-1	-1	no-error
en-de	gold	876	Bürger aus Süd- und Mittelamerika wurden am häufigsten in Frogner, Grünerløkka, Gamle Oslo St.Hanshaugen und Sagene gefunden.	-1	-1	no-error
en-de	gold	877	Europäer außerhalb der EU, des EWR und des Vereinigten Königreichs lebten in der Regel in den zentralsten Stadtteilen der Stadt, Ullern, Vestre Aker, Nordre Acker und Stovner.	-1	-1	no-error
en-de	gold	878	Und schließlich waren von den mehreren hundert Staatsangehörigen aus Ozeanien Frogner, Grünerløkka und Gamle Oslo die Bezirke mit den höchsten Bevölkerungszahlen dieser Staatsbürger.	-1	-1	no-error
en-de	gold	879	"Der Chef von Balenciaga nennt die Feiertagskampagne einen ""dummen Fehler""."	-1	-1	no-error
en-de	gold	880	Die luxuriöse Bekleidungsmarke Balenciaga erholt sich noch immer von der negativen Reaktion auf zwei ihrer letzten Werbekampagnen.	-1	-1	no-error
en-de	gold	881	Monate nachdem das Modehaus wegen Werbebilder, von denen Kritiker sagten, dass sie Kinder sexualisierten, in Aufregung geraten war, sagte der künstlerische Leiter von Balenciaga, Demna (vollständiger Name:Demna Gvasalia), in einem Interview mit Vogue, das am Freitag veröffentlicht wurde, immer noch, es sei ihm leid wegen der Bilder.	34 304	45 307	major major
en-de	gold	882	Ich möchte mich persönlich für die falsche künstlerische Wahl des Konzepts bei der Geschenkkampagne mit den Kindern entschuldigen und ich übernehme meine Verantwortung, sagte er der Vogue und wiederholte eine frühere Aussage, die er im Dezember in den sozialen Medien veröffentlichte.	-1	-1	no-error
en-de	gold	883	"Im November teilte die Marke Fotos für ihre ""The Gift""-Kollektion mit, in denen Kindermodelle mit Teddybären posierten, die in Bondage-Kleidung gekleidet waren."	-1	-1	no-error
en-de	gold	884	"Kurz darauf veröffentlichte Balenciaga Fotos für seine Kampagne im Frühjahr 2023, auf denen eine Seite aus einem Fall des Obersten Gerichtshofs von 2008 mit ""virtueller Kinderpornografie"" im Hintergrund zu sehen war."	-1	-1	no-error
en-de	gold	885	"Eltern, darunter Reality-TV-Star und langjähriger Balenciaga-Fan - und Markenpartner - Kim Kardashian, sprachen sich gegen die Marke und ihre ""störenden Bilder"" in den sozialen Medien aus."	-1	-1	no-error
en-de	gold	886	"Tage später veröffentlichte Balenciaga eine Erklärung, in der er sich für die Fotos entschuldigte und die Änderungen beschrieb, die er umsetzen würde, um ähnliche ""Fehler"" in Zukunft zu vermeiden."	-1	-1	no-error
en-de	gold	887	Diese Erfahrung hat mich dazu gezwungen, viele Dinge in der Art und Weise, wie ich, wir, arbeite, in unserer Art, Bilder zu erstellen und zu kommunizieren, die Weise wie wir mit unserem Publikum interagieren und die Art wie Wir aus unseren Fehlern lernen und weitermachen, neu zu bewerten, sagte Demna gegenüber Vogue.	224	227	minor
en-de	gold	888	"Er detaillierte die Veränderungen nach dem Rückschlag bei Balenciaga: ""Die Umstrukturierung der Bildabteilung"", die Durchführung von mehr internen und externen Kontrollen für Kampagnenbilder und die Zusammenarbeit mit der Nationalen Kinderallianz, um ""Tausenden von Kindern bei der Überwindung von Traumata und dem Umgang mit ihrer psychischen Gesundheit zu helfen"". ""Es ist das Einzige, was mich über diese ganze schreckliche Situation glücklich macht: etwas Gutes daraus zu machen"", sagte er von dieser Partnerschaft, die am Mittwoch angekündigt wurde."	-1	-1	no-error
en-de	gold	889	Mit der NCA arbeitet auch die Muttergesellschaft von Balenciaga, Kering, zusammen, die andere Luxusmarken betreut, darunter Saint Laurent und Bottega Veneta.	-1	-1	no-error
en-de	gold	890	Unter dem Dach von Kering steht Gucci, das im Dezember mit einer Kampagne mit Harry Styles konfrontiert wurde, von der einige Social-Media-Kritiker behaupteten, dass sie auch Kinder sexualisiert habe.	-1	-1	no-error
en-de	gold	891	"In dem Interview sagte Denma, er beabsichtige, sich von den ""provokativen"" Wegen der Marke zu entfernen."	-1	-1	no-error
en-de	gold	892	Das ist Teil meines Lernens: Ich werde alles, was ich als Idee oder Bild veröffentliche, reifer und ernsthafter angehen, sagte er.	-1	-1	no-error
en-de	gold	893	Ich habe beschlossen, zu meinen Wurzeln in der Mode zurückzukehren, ebenso wie zu den Ursprüngen von Balenciaga, das Qualitätskleidung herstellt - nicht Image oder Buzz.	-1	-1	no-error
en-de	gold	894	"Als ich von den Ursprüngen der Marke sprach, sagte Demna an anderer Stelle im Interview, dass einer der ""schmerzhaftesten"" Teile der Gegenreaktion darin bestand, ""den Namen Balenciaga und das Vermächtnis von Cristóbal Balentiaga"" zu beschmutzen. ""Balensiaga ist ein Haus, das mehr als ein Jahrhundert alt ist und auf starken und schönen kreativen Werten basiert, und ich war damit beschäftigt, alles in meiner Kreativität zu tun, um es zu seiner modernen Relevanz zu bringen. Und plötzlich wurden wir angegriffen und als etwas gekennzeichnet, was wir überhaupt nicht sind"", sagte demna."	-1	-1	no-error
en-de	gold	895	Wir haben mit der Geschenkkampagne einen großen und dummen Fehler gemacht, und wir haben daraus gelernt.	-1	-1	no-error
en-de	gold	896	BAD CODE auf der Oberseite des POD gedruckt	31 0 9 35	34 8 30 43	major major minor minor
en-de	gold	897	Diese habe ich im Februar gekauft.	0	14	minor
en-de	gold	898	Vor kurzem habe ich versucht, sie zu benutzen und leider jedes Mal, wenn ich einen versuche, gibt mir meine Keurig-Maschine eine Fehlermeldung, dass die Kapsel nicht mit meiner Maschine kompatibel ist.	83 77 153	91 82 159	minor minor minor
en-de	gold	899	Ich benutze Donut Shop-Kapseln in meiner Maschine, seit ich sie zum ersten Mal gekauft habe, und ich hatte nie ein Problem.	-1	-1	no-error
en-de	gold	900	Bei näherer Betrachtung der Kaffeeplasche bemerkte ich, dass der auf der Oberseite gedruckte Code nicht sehr lesbar ist, also kann ich nur davon ausgehen, daß ich eine schlechte Box habe.	28 108 178	41 109 181	major minor minor
en-de	gold	901	Ich habe eine Schachtel von 72 gekauft, das sind 6 Schatten von jeweils 12.	24 60 51	27 63 59	minor minor major
en-de	gold	902	Ich habe sogar eine aus jeder der 6 Boxen ausprobiert und bekomme ständig die gleiche Fehlermeldung.	36	41	minor
en-de	gold	903	Ich weiß, es ist nicht meine Maschine, weil andere Kapseln, die ich ausprobiert habe, gut funktionieren.	-1	-1	no-error
en-de	gold	904	Nur aus dieser Lieferung habe ich dieses Problem.	4	7	minor
en-de	gold	905	Sehr enttäuschend, da mein Rückkehrfenster abgelaufen ist.	27	42	minor
en-de	gold	906	Ich habe mit einem Kundenrepräsentanten gesprochen, der mir Geld zurückgab.	0 19 59 65	0 39 60 74	minor minor minor minor
en-de	gold	907	Danke AMAZON für Ihren wunderbaren Kundendienst!	-1	-1	no-error
en-de	gold	908	Ich mag dieses Ringlicht wirklich!	-1	-1	no-error
en-de	gold	909	Es ist wunderbar für den Preis und erledigt die Arbeit!	35	54	minor
en-de	gold	910	Das einzige Problem ist, dass sich die Glühbirne zu schnell erhitzt und das Licht ausgeht, also muss ich sie ausmachen, eine Weile warten und sie dann wieder einschalten.	-1	-1	no-error
en-de	gold	911	Ich glaube nicht, dass das passieren sollte...Ich weiß nicht ob ich ein defektes Licht habe oder was, aber es ist ein sehr schönes Ringlicht, abgesehen von der Überhitzung.	45	46	minor
en-de	gold	912	Jemand hat die Formel vermasselt?	15 0	21 14	minor minor
en-de	gold	913	Das ist so komisch.	-1	-1	no-error
en-de	gold	914	Bei normalem Licht sieht es so aus, als hätte ich eine rosa und eine orange, aber bei UV-Licht sind sie gleich!	55 69 82	59 75 85	minor minor minor
en-de	gold	915	Ich habe eine rosa Linie mit einem Farbstick einer anderen Marke gezeichnet, damit Sie sehen können, wie rosa aussehen sollte und wissen, dass es nicht nur meine Kamera ist.	35 105	44 109	minor minor
en-de	gold	916	Pink ist meine meistgenutzte Farbe, also bin ich etwas verärgert.	0	4	major
en-de	gold	917	Rot, Orange und Rosa sind im Grunde alle Orange.	-1	-1	no-error
en-de	gold	918	Es hat keinen Sinn, sie rot oder rosa zu nennen.	24 33	27 37	minor minor
